name,A,B,C
PfSN01_040005400,1,0,0
PfSN01_050005000,1,0,0
PfSN01_050005400,1,0,0
PfSN01_050037800,1,0,0
PfSN01_060037800,1,0,0
PfSN01_080037400,1,0,0
PfSN01_090005700,1,0,0
PfSN01_100005400,1,0,0
PfSN01_110052800,1,0,0
PfSN01_120005700,1,0,0
PfSN01_130075400,1,0,0
PfSN01_140087500,1,0,0
PF3D7_0100100,0,1,0
PF3D7_0115700,0,1,0
PF3D7_0200100,0,1,0
PF3D7_0223500,0,0,1
PF3D7_0300100,0,1,0
PF3D7_0324900,0,1,0
PF3D7_0400100,0,1,0
PF3D7_0413100,0,0,1
PF3D7_0421100,0,1,0
PF3D7_0426000,0,1,0
PF3D7_0500100,0,1,0
PF3D7_0632500,0,0,1
PF3D7_0632800,0,1,0
PF3D7_0700100,0,1,0
PF3D7_0712300,0,1,0
PF3D7_0712400,0,1,0
PF3D7_0712800,0,1,0
PF3D7_0733000,0,1,0
PF3D7_0800100,0,1,0
PF3D7_0808700,0,0,1
PF3D7_0809100,0,1,0
PF3D7_0833500,0,1,0
PF3D7_0900100,0,1,0
PF3D7_0937800,0,1,0
PF3D7_1000100,0,0,1
PF3D7_1041300,0,1,0
PF3D7_1100100,0,1,0
PF3D7_1200100,0,1,0
PF3D7_1200400,0,1,0
PF3D7_1219300,0,1,0
PF3D7_1240300,0,1,0
PF3D7_1240400,0,1,0
PF3D7_1255200,0,0,1
PF3D7_1300100,0,1,0
PF3D7_1373500,0,0,1
Pf7G8_000005200,0,1,0
Pf7G8_010005400,0,1,0
Pf7G8_020005600,0,0,1
Pf7G8_030030400,0,1,0
Pf7G8_040005600,0,1,0
Pf7G8_040017900,0,0,1
Pf7G8_040030800,0,1,0
Pf7G8_050005300,0,1,0
Pf7G8_050038400,0,1,0
Pf7G8_070005200,0,1,0
Pf7G8_070017100,0,1,0
Pf7G8_070018000,0,1,0
Pf7G8_070018200,0,0,1
Pf7G8_080005400,0,1,0
Pf7G8_080013900,0,1,0
Pf7G8_080038300,0,1,0
Pf7G8_090005600,0,1,0
Pf7G8_090042800,0,1,0
Pf7G8_120005400,0,1,0
Pf7G8_120024100,0,1,0
Pf7G8_120045700,0,1,0
Pf7G8_120045800,0,0,1
Pf7G8_120046400,0,1,0
Pf7G8_120046700,0,1,0
Pf7G8_120060000,0,1,0
Pf7G8_140084600,0,1,0
PfCD01_000006600,0,0,1
PfCD01_000010300,0,0,1
PfCD01_010006000,0,0,1
PfCD01_010019500,0,1,0
PfCD01_010019600,0,0,1
PfCD01_020005900,0,1,0
PfCD01_020006000,0,1,0
PfCD01_020027200,0,0,1
PfCD01_030005500,0,0,1
PfCD01_030030500,0,1,0
PfCD01_040018100,0,1,0
PfCD01_040018400,0,1,0
PfCD01_040026400,0,1,0
PfCD01_040031100,0,1,0
PfCD01_050005600,0,0,1
PfCD01_050039600,0,1,0
PfCD01_060005300,0,1,0
PfCD01_060005500,0,1,0
PfCD01_070005300,0,1,0
PfCD01_070015600,0,1,0
PfCD01_070035800,0,1,0
PfCD01_080005300,0,1,0
PfCD01_080013800,0,1,0
PfCD01_080014400,0,1,0
PfCD01_080039400,0,1,0
PfCD01_090005600,0,1,0
PfCD01_100005600,0,1,0
PfCD01_100045400,0,1,0
PfCD01_100045500,0,1,0
PfCD01_110005900,0,1,0
PfCD01_120005500,0,1,0
PfCD01_120045000,0,1,0
PfCD01_120045100,0,1,0
PfCD01_120045200,0,1,0
PfCD01_120045400,0,0,1
PfCD01_120058500,0,0,1
PfCD01_130005500,0,1,0
PfCD01_130078600,0,1,0
PfCD01_140005600,0,1,0
PfCD01_140086300,0,1,0
PfDd2_010005300,0,1,0
PfDd2_020025400,0,1,0
PfDd2_030005400,0,1,0
PfDd2_030029800,0,1,0
PfDd2_040017700,0,1,0
PfDd2_040017800,0,1,0
PfDd2_040018000,0,1,0
PfDd2_050005000,0,1,0
PfDd2_050039000,0,1,0
PfDd2_060036900,0,1,0
PfDd2_070005300,0,1,0
PfDd2_070015900,0,1,0
PfDd2_070016000,0,1,0
PfDd2_070016200,0,1,0
PfDd2_070035800,0,1,0
PfDd2_080005500,0,1,0
PfDd2_100046000,0,1,0
PfDd2_110053400,0,0,1
PfDd2_120023900,0,1,0
PfDd2_120045300,0,1,0
PfDd2_130005700,0,1,0
PfDd2_130078800,0,1,0
PfGA01_000006700,0,1,0
PfGA01_000006900,0,1,0
PfGA01_000007100,0,1,0
PfGA01_000007400,0,1,0
PfGA01_000007700,0,0,1
PfGA01_000009400,0,1,0
PfGA01_010005500,0,0,1
PfGA01_010020300,0,1,0
PfGA01_020025500,0,1,0
PfGA01_030005800,0,1,0
PfGA01_030032200,0,1,0
PfGA01_040017500,0,1,0
PfGA01_040030900,0,0,1
PfGA01_050037600,0,1,0
PfGA01_060005100,0,1,0
PfGA01_060005600,0,1,0
PfGA01_070015400,0,0,1
PfGA01_070015600,0,1,0
PfGA01_070015800,0,1,0
PfGA01_070036400,0,1,0
PfGA01_080036000,0,1,0
PfGA01_080036900,0,1,0
PfGA01_090005300,0,1,0
PfGA01_100005400,0,0,1
PfGA01_100045400,0,1,0
PfGA01_100045500,0,0,1
PfGA01_110005400,0,1,0
PfGA01_110054200,0,1,0
PfGA01_110054400,0,1,0
PfGA01_120005500,0,1,0
PfGA01_120024100,0,0,1
PfGA01_120044800,0,1,0
PfGA01_120044900,0,0,1
PfGA01_120045500,0,0,1
PfGA01_120060800,0,1,0
PfGA01_130005500,0,1,0
PfGA01_140005500,0,0,1
PfGA01_140085000,0,1,0
PfGB4_000006900,0,0,1
PfGB4_000008400,0,0,1
PfGB4_000011000,0,0,1
PfGB4_000011100,0,1,0
PfGB4_000016100,0,0,1
PfGB4_000016600,0,1,0
PfGB4_000018300,0,1,0
PfGB4_010005400,0,1,0
PfGB4_010005500,0,0,1
PfGB4_010019100,0,1,0
PfGB4_010019400,0,0,1
PfGB4_030005800,0,0,1
PfGB4_030031100,0,1,0
PfGB4_040005600,0,1,0
PfGB4_040018400,0,1,0
PfGB4_040031500,0,1,0
PfGB4_050005300,0,1,0
PfGB4_070005800,0,1,0
PfGB4_070017200,0,1,0
PfGB4_070017600,0,1,0
PfGB4_070017700,0,1,0
PfGB4_070017900,0,1,0
PfGB4_070037600,0,0,1
PfGB4_080013400,0,0,1
PfGB4_080013600,0,1,0
PfGB4_090005500,0,1,0
PfGB4_110006600,0,1,0
PfGB4_110057300,0,0,1
PfGB4_120024100,0,0,1
PfGB4_120045400,0,1,0
PfGB4_130005700,0,1,0
PfGB4_130079400,0,1,0
PfGB4_140005500,0,1,0
PfGB4_140085400,0,1,0
PfGN01_000022100,0,1,0
PfGN01_010005100,0,1,0
PfGN01_010005400,0,0,1
PfGN01_010020000,0,1,0
PfGN01_010020400,0,0,1
PfGN01_020005600,0,0,1
PfGN01_020005900,0,0,1
PfGN01_020027900,0,0,1
PfGN01_020028200,1,0,0
PfGN01_030005500,0,1,0
PfGN01_030030400,0,1,0
PfGN01_030030800,0,1,0
PfGN01_030030900,0,0,1
PfGN01_040005200,0,1,0
PfGN01_040018100,0,1,0
PfGN01_040018200,0,1,0
PfGN01_040018500,0,0,1
PfGN01_040026300,0,1,0
PfGN01_040032000,0,1,0
PfGN01_050005200,0,1,0
PfGN01_050037900,0,1,0
PfGN01_060005800,0,0,1
PfGN01_060038400,0,1,0
PfGN01_070005300,0,1,0
PfGN01_070017000,0,1,0
PfGN01_070017200,0,1,0
PfGN01_070017400,0,1,0
PfGN01_070017800,0,1,0
PfGN01_070037200,0,1,0
PfGN01_080005400,0,0,1
PfGN01_080005700,0,1,0
PfGN01_080038400,0,0,1
PfGN01_090005700,0,1,0
PfGN01_090043100,0,1,0
PfGN01_100005600,0,0,1
PfGN01_100045900,0,0,1
PfGN01_110005800,0,1,0
PfGN01_110054500,0,0,1
PfGN01_110054700,0,1,0
PfGN01_120005900,0,1,0
PfGN01_120025500,0,1,0
PfGN01_120046100,0,1,0
PfGN01_120046500,0,1,0
PfGN01_120047100,0,1,0
PfGN01_120061700,0,1,0
PfGN01_130005500,0,1,0
PfGN01_130079400,0,1,0
PfGN01_140085000,0,1,0
PfGN01_140085600,0,1,0
PfHB3_000006400,0,0,1
PfHB3_000008700,0,1,0
PfHB3_000008800,0,1,0
PfHB3_000011350,0,1,0
PfHB3_010005400,0,0,1
PfHB3_020005700,0,1,0
PfHB3_020026500,0,1,0
PfHB3_030029400,0,1,0
PfHB3_040017100,0,1,0
PfHB3_040029500,0,1,0
PfHB3_050038500,0,1,0
PfHB3_060037000,0,1,0
PfHB3_070015700,0,1,0
PfHB3_070016000,0,1,0
PfHB3_080013800,0,1,0
PfHB3_080014000,0,1,0
PfHB3_080014200,0,1,0
PfHB3_090005500,0,1,0
PfHB3_120005700,0,1,0
PfHB3_120024300,0,0,1
PfHB3_120045000,0,1,0
PfHB3_120045600,0,0,1
PfHB3_120059100,0,1,0
PfHB3_130005700,0,1,0
PfHB3_140005500,0,1,0
PfHB3_140085100,0,1,0
PfIGH-CR14_KNG73896,0,0,1
PfIGH-CR14_KNG73901,0,1,0
PfIGH-CR14_KNG73903,0,1,0
PfIGH-CR14_KNG73989,0,0,1
PfIGH-CR14_KNG73992,0,0,1
PfIGH-CR14_KNG74078,0,1,0
PfIGH-CR14_KNG74130,0,1,0
PfIGH-CR14_KNG74131,0,0,1
PfIGH-CR14_KNG74136,0,1,0
PfIGH-CR14_KNG74195,0,0,1
PfIGH-CR14_KNG74202,0,1,0
PfIGH-CR14_KNG74265,0,1,0
PfIGH-CR14_KNG74275,0,1,0
PfIGH-CR14_KNG74414,0,1,0
PfIGH-CR14_KNG74539,0,1,0
PfIGH-CR14_KNG74644,0,0,1
PfIGH-CR14_KNG74785,0,1,0
PfIGH-CR14_KNG74786,0,1,0
PfIGH-CR14_KNG74944,0,1,0
PfIGH-CR14_KNG75234,0,1,0
PfIGH-CR14_KNG75244,0,1,0
PfIGH-CR14_KNG75312,0,1,0
PfIGH-CR14_KNG75470,0,0,1
PfIGH-CR14_KNG75497,0,1,0
PfIGH-CR14_KNG75771,0,1,0
PfIGH-CR14_KNG75945,0,1,0
PfIGH-CR14_KNG76129,0,1,0
PfIGH-CR14_KNG76199,0,0,1
PfIGH-CR14_KNG76228,0,1,0
PfIGH-CR14_KNG77261,0,0,1
PfIGH-CR14_KNG78240,0,1,0
PfIT_000009500,0,0,1
PfIT_010005000,0,1,0
PfIT_020005200,0,1,0
PfIT_020027600,0,0,1
PfIT_030005100,0,0,1
PfIT_030029800,0,1,0
PfIT_040005400,0,0,1
PfIT_040017300,0,1,0
PfIT_040017400,0,1,0
PfIT_040030600,0,1,0
PfIT_050005500,0,1,0
PfIT_050038500,0,1,0
PfIT_060036800,0,1,0
PfIT_070005800,0,1,0
PfIT_070016600,0,1,0
PfIT_070016700,0,1,0
PfIT_070016900,0,1,0
PfIT_080037400,0,1,0
PfIT_100044100,0,1,0
PfIT_110005600,0,0,1
PfIT_120005500,0,1,0
PfIT_120024500,0,1,0
PfIT_120024600,0,1,0
PfIT_120045200,0,1,0
PfIT_120045700,0,1,0
PfIT_120060400,0,1,0
PfIT_130005200,0,1,0
PfIT_130077800,0,1,0
PfIT_140006100,0,1,0
PfIT_140006200,0,1,0
PfIT_140085700,0,1,0
PfKE01_000006200,0,0,1
PfKE01_000007800,0,1,0
PfKE01_020025000,0,1,0
PfKE01_040005500,0,1,0
PfKE01_040019700,0,1,0
PfKE01_040020000,0,1,0
PfKE01_040032600,0,1,0
PfKE01_060038300,0,0,1
PfKE01_060038600,0,1,0
PfKE01_070015300,0,1,0
PfKE01_070015700,0,0,1
PfKE01_070035300,0,1,0
PfKE01_080005400,0,0,1
PfKE01_080037800,0,1,0
PfKE01_090005300,0,1,0
PfKE01_090005600,0,1,0
PfKE01_100005500,0,1,0
PfKE01_110005600,0,1,0
PfKE01_120005400,0,1,0
PfKE01_120024500,0,1,0
PfKE01_120045100,0,1,0
PfKE01_120045700,0,1,0
PfKE01_120060300,0,1,0
PfKE01_130005400,0,0,1
PfKE01_140005300,0,0,1
PfKE01_140084200,0,1,0
PfKH01_000028700,0,1,0
PfKH01_000028900,0,1,0
PfKH01_000029300,0,1,0
PfKH01_000031700,0,1,0
PfKH01_010005900,0,1,0
PfKH01_010021500,0,1,0
PfKH01_020028300,0,1,0
PfKH01_030030500,0,1,0
PfKH01_040005700,0,1,0
PfKH01_040017400,0,1,0
PfKH01_040017700,0,1,0
PfKH01_040018500,0,0,1
PfKH01_040026700,0,1,0
PfKH01_050005400,1,0,0
PfKH01_050038400,0,0,1
PfKH01_060006700,0,1,0
PfKH01_060039600,0,1,0
PfKH01_080013900,0,0,1
PfKH01_080038100,0,0,1
PfKH01_090005300,0,1,0
PfKH01_090042500,0,1,0
PfKH01_120005400,0,0,1
PfKH01_120046500,0,0,1
PfKH01_120046900,0,1,0
PfKH01_130076900,0,0,1
PfKH01_140005400,0,1,0
PfKH01_140085400,0,0,1
PfKH02_000007800,0,1,0
PfKH02_010019900,0,1,0
PfKH02_020026400,0,1,0
PfKH02_030005900,0,0,1
PfKH02_040005500,0,1,0
PfKH02_040018000,0,0,1
PfKH02_040026600,0,1,0
PfKH02_040032200,0,1,0
PfKH02_050005500,0,0,1
PfKH02_060005700,0,1,0
PfKH02_070015000,0,0,1
PfKH02_070015100,0,0,1
PfKH02_070035100,0,1,0
PfKH02_080005200,0,1,0
PfKH02_080014100,0,0,1
PfKH02_080014500,0,1,0
PfKH02_080014700,0,0,1
PfKH02_080038400,0,1,0
PfKH02_090005100,0,1,0
PfKH02_090042800,0,1,0
PfKH02_100005000,0,1,0
PfKH02_110005700,0,0,1
PfKH02_120005100,0,1,0
PfKH02_120024500,0,1,0
PfKH02_120045200,0,0,1
PfKH02_120045600,0,0,1
PfKH02_120045700,0,0,1
PfKH02_140005500,0,1,0
PfRAJ116_KNC35011,0,0,1
PfRAJ116_KNC35021,0,1,0
PfRAJ116_KNC35043,0,1,0
PfRAJ116_KNC35050,0,1,0
PfRAJ116_KNC35063,0,1,0
PfRAJ116_KNC35065,1,0,0
PfRAJ116_KNC35067,0,1,0
PfRAJ116_KNC35070,0,1,0
PfRAJ116_KNC35072,0,1,0
PfRAJ116_KNC35078,0,1,0
PfRAJ116_KNC35083,0,1,0
PfRAJ116_KNC35107,0,0,1
PfRAJ116_KNC35109,0,1,0
PfRAJ116_KNC35124,0,1,0
PfRAJ116_KNC35276,0,1,0
PfRAJ116_KNC35364,0,1,0
PfRAJ116_KNC35447,0,0,1
PfRAJ116_KNC35448,0,0,1
PfRAJ116_KNC35509,0,1,0
PfRAJ116_KNC35591,0,1,0
PfRAJ116_KNC35851,0,1,0
PfRAJ116_KNC35866,0,1,0
PfRAJ116_KNC35883,0,1,0
PfRAJ116_KNC36059,0,1,0
PfRAJ116_KNC36060,0,0,1
PfRAJ116_KNC36455,0,1,0
PfSD01_000005100,0,1,0
PfSD01_000008500,0,1,0
PfSD01_010005000,0,1,0
PfSD01_020005600,0,0,1
PfSD01_030005500,0,0,1
PfSD01_030030200,0,1,0
PfSD01_050005200,0,1,0
PfSD01_050038200,0,1,0
PfSD01_070005300,0,1,0
PfSD01_070005600,0,1,0
PfSD01_070016200,0,1,0
PfSD01_070028500,0,1,0
PfSD01_070028600,0,1,0
PfSD01_070028900,0,1,0
PfSD01_070029000,0,1,0
PfSD01_070041400,0,1,0
PfSD01_070060700,0,0,1
PfSD01_080005200,0,1,0
PfSD01_090005500,0,0,1
PfSD01_090043300,0,1,0
PfSD01_120005600,0,0,1
PfSD01_120024300,0,1,0
PfSD01_120045000,0,1,0
PfSD01_120059200,0,1,0
PfSD01_130005600,0,1,0
PfSD01_130078900,0,1,0
PfSD01_130079200,0,0,1
PfSD01_140082900,0,1,0
PfSN01_000009500,0,1,0
PfSN01_000010400,0,1,0
PfSN01_000012100,0,1,0
PfSN01_000015500,0,1,0
PfSN01_000016000,0,0,1
PfSN01_000017100,0,1,0
PfSN01_000018200,0,1,0
PfSN01_000020700,0,0,1
PfSN01_030031500,0,1,0
PfSN01_040005200,0,1,0
PfSN01_040017700,0,0,1
PfSN01_040017800,0,0,1
PfSN01_050037900,0,1,0
PfSN01_060005100,0,1,0
PfSN01_060037900,0,1,0
PfSN01_070005400,0,1,0
PfSN01_070005700,0,1,0
PfSN01_070016500,0,0,1
PfSN01_070016900,0,1,0
PfSN01_070036700,0,1,0
PfSN01_080037600,0,1,0
PfSN01_090005500,0,1,0
PfSN01_100005200,0,1,0
PfSN01_110053000,0,1,0
PfSN01_120005600,0,0,1
PfSN01_120025100,0,1,0
PfSN01_120045500,0,1,0
PfSN01_120045800,0,1,0
PfSN01_120046000,0,1,0
PfSN01_120060500,0,0,1
PfSN01_120060800,0,1,0
PfSN01_120061000,0,1,0
PfSN01_130075700,0,1,0
PfSN01_140006100,0,0,1
PfSN01_140088600,0,1,0
PF3D7_0412400,0,0,1
PF3D7_0412700,0,0,1
PF3D7_0412900,0,1,0
PF3D7_0420700,0,0,1
PF3D7_0420900,0,0,1
PF3D7_0421300,0,1,0
PF3D7_0617400,0,0,1
PF3D7_0711700,0,0,1
PF3D7_0712000,0,1,0
PF3D7_0712600,0,0,1
PF3D7_0712900,0,0,1
PF3D7_0808600,0,0,1
PF3D7_1240600,0,0,1
PF3D7_1240900,0,1,0
Pf7G8_040017600,0,1,0
Pf7G8_040025600,0,1,0
Pf7G8_060022500,0,1,0
Pf7G8_070017300,0,1,0
Pf7G8_070017600,0,0,1
Pf7G8_070018300,0,0,1
Pf7G8_080013800,0,0,1
Pf7G8_080014200,0,1,0
Pf7G8_120046200,0,1,0
Pf7G8_120046600,0,1,0
PfCD01_040017400,0,1,0
PfCD01_040018200,0,0,1
PfCD01_040026200,0,0,1
PfCD01_040026500,0,1,0
PfCD01_060023000,0,0,1
PfCD01_070015700,0,1,0
PfCD01_070016000,0,1,0
PfCD01_070016300,0,1,0
PfCD01_070016800,0,1,0
PfCD01_080013700,0,1,0
PfCD01_080014000,0,1,0
PfCD01_080014700,0,0,1
PfCD01_120045700,0,1,0
PfDd2_040025900,0,0,1
PfDd2_040026300,0,1,0
PfDd2_060022300,0,0,1
PfDd2_070016500,0,0,1
PfDd2_080013900,0,0,1
PfDd2_080014100,0,0,1
PfDd2_080014300,0,0,1
PfDd2_120045700,0,1,0
PfDd2_120045900,0,0,1
PfDd2_120046200,0,1,0
PfGA01_040017300,0,0,1
PfGA01_040025200,0,0,1
PfGA01_040025800,0,1,0
PfGA01_060022400,0,0,1
PfGA01_070015100,0,1,0
PfGA01_070015900,0,0,1
PfGA01_080012300,0,1,0
PfGA01_080012500,0,0,1
PfGA01_080012800,0,0,1
PfGA01_120045900,0,0,1
PfGA01_120046300,0,0,1
PfGB4_040017800,0,1,0
PfGB4_040018100,0,1,0
PfGB4_040026000,0,1,0
PfGB4_060022000,0,1,0
PfGB4_070016900,0,1,0
PfGB4_070018200,0,0,1
PfGB4_080013300,0,1,0
PfGB4_080013900,0,1,0
PfGB4_120045600,0,1,0
PfGB4_120045900,0,1,0
PfGN01_040017700,0,0,1
PfGN01_040018300,0,0,1
PfGN01_040026100,0,0,1
PfGN01_040026400,0,1,0
PfGN01_060023300,0,0,1
PfGN01_070017500,0,0,1
PfGN01_070017900,0,0,1
PfGN01_080014400,0,1,0
PfGN01_080014600,0,0,1
PfGN01_080014800,0,0,1
PfGN01_120046300,0,1,0
PfHB3_040016500,0,1,0
PfHB3_040016800,0,1,0
PfHB3_040024700,0,1,0
PfHB3_060021800,0,0,1
PfHB3_070015800,0,0,1
PfHB3_070016100,0,0,1
PfHB3_080014600,0,0,1
PfHB3_120045200,0,1,0
PfHB3_120045800,0,0,1
PfIGH-CR14_KNG73897,0,0,1
PfIGH-CR14_KNG73904,0,0,1
PfIGH-CR14_KNG73994,0,0,1
PfIGH-CR14_KNG74135,0,1,0
PfIGH-CR14_KNG74417,0,0,1
PfIGH-CR14_KNG74419,0,0,1
PfIGH-CR14_KNG75277,0,0,1
PfIGH-CR14_KNG77255,0,1,0
PfIGH-CR14_KNG77990,0,1,0
PfIT_000010800,0,0,1
PfIT_040017000,0,0,1
PfIT_040025100,0,0,1
PfIT_040025300,0,1,0
PfIT_040025500,0,1,0
PfIT_040025800,0,1,0
PfIT_060021400,0,0,1
PfIT_070017200,0,0,1
PfIT_080013800,0,0,1
PfIT_080014100,0,0,1
PfIT_120045600,0,1,0
PfIT_120045800,0,0,1
PfIT_120046200,0,1,0
PfKE01_000006800,0,0,1
PfKE01_040019000,0,0,1
PfKE01_040019400,0,0,1
PfKE01_040019800,0,0,1
PfKE01_040027600,0,0,1
PfKE01_040027900,0,0,1
PfKE01_060023700,0,1,0
PfKE01_070015400,0,1,0
PfKE01_070015800,0,1,0
PfKE01_070016000,0,0,1
PfKE01_080014300,0,0,1
PfKE01_080014600,0,0,1
PfKE01_120045400,0,1,0
PfKE01_120045900,0,0,1
PfKE01_120046100,0,0,1
PfKE01_120046300,0,0,1
PfKE01_130005600,0,1,0
PfKH01_000028300,0,0,1
PfKH01_040017800,0,1,0
PfKH01_040018100,0,0,1
PfKH01_040018300,0,0,1
PfKH01_040026100,0,0,1
PfKH01_040026500,0,0,1
PfKH01_040027700,0,0,1
PfKH01_060024600,0,1,0
PfKH01_070015700,0,0,1
PfKH01_070016200,0,0,1
PfKH01_070016700,0,0,1
PfKH01_070016900,0,0,1
PfKH01_080012900,0,1,0
PfKH01_080013300,0,0,1
PfKH01_080013800,0,0,1
PfKH01_080014200,0,0,1
PfKH01_100044800,0,0,1
PfKH01_120046800,0,0,1
PfKH01_120047100,0,0,1
PfKH02_040017200,0,0,1
PfKH02_040017600,0,0,1
PfKH02_040025700,0,0,1
PfKH02_040026000,0,1,0
PfKH02_040026700,0,0,1
PfKH02_060023700,0,1,0
PfKH02_060023900,0,0,1
PfKH02_060024100,0,0,1
PfKH02_070015200,0,1,0
PfKH02_070015500,0,0,1
PfKH02_070015900,0,0,1
PfKH02_080014300,0,0,1
PfKH02_100045500,0,0,1
PfRAJ116_KNC35122,0,0,1
PfRAJ116_KNC35125,0,0,1
PfRAJ116_KNC35205,0,1,0
PfRAJ116_KNC35208,0,1,0
PfRAJ116_KNC35299,0,0,1
PfRAJ116_KNC35300,0,0,1
PfRAJ116_KNC35536,0,0,1
PfRAJ116_KNC35551,0,0,1
PfRAJ116_KNC35929,0,0,1
PfRAJ116_KNC35932,0,0,1
PfRAJ116_KNC36035,0,1,0
PfSD01_060021500,0,0,1
PfSD01_070015600,0,0,1
PfSD01_070015900,0,1,0
PfSD01_070027900,0,1,0
PfSD01_070028100,0,1,0
PfSD01_070028200,0,0,1
PfSD01_070036700,0,1,0
PfSD01_070036900,0,1,0
PfSD01_070041500,0,0,1
PfSD01_080014100,0,0,1
PfSD01_080014500,0,1,0
PfSD01_120045400,0,1,0
PfSD01_120045700,0,0,1
PfSN01_040017400,0,0,1
PfSN01_040025500,0,0,1
PfSN01_040025900,0,1,0
PfSN01_060022500,0,0,1
PfSN01_070016700,0,0,1
PfSN01_070017000,0,0,1
PfSN01_070017300,0,1,0
PfSN01_070017500,0,1,0
PfSN01_080012800,0,0,1
PfSN01_080013000,0,0,1
