name,DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
Pf7G8_030005900,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-267.87237069494137,-222.93599934403105,-222.93599934403105,-222.93599934403105,-222.93599934403105,-261.66166667648184,-222.93599934403105,-217.90314703055571,-200.38409367958656,-245.58612708383134,-247.00764534360505,-229.54482806250266,-235.00476311719305,-232.78827456642728,-213.43354466951197,-283.4260223084059
Pf7G8_020026900,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-256.4709253864378,-222.9336672000289,-222.9336672000289,-222.9336672000289,-222.9336672000289,-256.90057272837026,-222.9336672000289,-198.38095822299107,-208.73096139106607,-246.85238873955657,-247.8967169042688,-230.13304023137286,-231.77985388692647,-232.24488221218738,-213.07741377922255,-275.2431675449885
Pf7G8_010005600,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-220.57663996873828,-210.44723654416282,-210.44723654416282,-210.44723654416282,-210.44723654416282,-251.26443236687223,-210.44723654416282,-227.13139779083815,-230.74327939781168,-262.29870926113597,-178.8362938957597,-213.50260919896127,-214.09780726944348,-198.24482983172413,-232.3848512977556,-260.7997900284509
Pf7G8_050005500,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-236.32081946109156,-219.4064698188149,-219.4064698188149,-219.4064698188149,-219.4064698188149,-258.9480891890955,-219.4064698188149,-244.46920449302414,-239.5219727181477,-269.14328221848115,-204.32608861440556,-233.67072627742058,-211.9476482923446,-218.60281300507307,-233.75962718387603,-261.89323872033805
PfCD01_050039400,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-265.6578672507987,-208.352319702879,-208.352319702879,-208.352319702879,-208.352319702879,-244.87487781828108,-208.352319702879,-202.73342139722465,-192.57472168996352,-232.15192629784116,-237.02804455250822,-227.44346335876742,-210.7504153012048,-222.58308502435062,-189.20866902123456,-264.94443269013493
PfCD01_130078400,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-225.519825437513,-219.32631939255705,-219.32631939255705,-219.32631939255705,-219.32631939255705,-259.5949256220882,-219.32631939255705,-233.52830309219885,-237.13848159286763,-268.0589988364409,-192.94379809369667,-228.28288824718663,-213.42532841884903,-210.68217327888217,-237.22663892423535,-254.80578113274782
PfCD01_070035600,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-296.1977662358465,-236.99059091054494,-236.99059091054494,-236.99059091054494,-236.99059091054494,-274.1392694193967,-236.99059091054494,-238.621396069065,-240.7804100519545,-176.7405413749119,-272.7505028849597,-255.3663544863842,-253.6338700311978,-259.01374154313413,-236.00015740079013,-287.06325856970244
PfCD01_090042900,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-263.2762603734349,-244.66890535180755,-244.66890535180755,-244.66890535180755,-244.66890535180755,-259.1027558554677,-244.66890535180755,-263.5998056874155,-252.10599603567385,-282.9787188924991,-258.39261917077204,-221.76427638751107,-252.88161517459852,-242.38053240735286,-257.0547021696875,-274.81890031367027
PfCD01_090005800,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-251.55323633890856,-213.8316820844927,-213.8316820844927,-213.8316820844927,-213.8316820844927,-250.22650985169523,-213.8316820844927,-208.96578715593174,-183.4302839641308,-241.7426239640386,-240.38638593695063,-221.97228364794032,-229.3683897578289,-224.39364650419196,-207.15500937351266,-271.4806063495356
PfCD01_080005400,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-262.14365514517993,-210.90259850342085,-210.90259850342085,-210.90259850342085,-210.90259850342085,-240.27541827853068,-210.90259850342085,-217.64486222734817,-196.18503464773093,-226.96748494604955,-241.85555056937335,-229.49521676892428,-214.0371342587834,-228.7152621511095,-191.64625872972832,-269.1294021933977
PfDd2_010019400,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-264.467137649475,-209.306694608646,-209.306694608646,-209.306694608646,-209.306694608646,-246.68383228113507,-209.306694608646,-210.72578887684165,-191.82756078379444,-231.04365978352854,-239.1346852269884,-227.56791612377015,-215.53109761386142,-227.18722108487228,-191.65712545808688,-266.7063431209551
PfDd2_100045900,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-273.4942616246484,-212.30260483254082,-212.30260483254082,-212.30260483254082,-212.30260483254082,-246.93641352540368,-212.30260483254082,-217.19609411316077,-208.8419628526806,-227.43072918287686,-242.63447441552137,-223.28075535106964,-211.19813369571523,-230.77771424289824,-192.4994298414268,-266.45104848384904
PfDd2_040005100,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-220.634728225466,-210.3986423361403,-210.3986423361403,-210.3986423361403,-210.3986423361403,-249.80027649616113,-210.3986423361403,-227.39368394597614,-230.9219545022572,-262.1362603114938,-179.02156501607948,-213.34380998834214,-214.20821077803564,-197.62497244506332,-232.40950777730137,-260.8522398823043
PfDd2_070016400,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-253.3895211748456,-231.60136997239798,-231.60136997239798,-231.60136997239798,-231.60136997239798,-259.21843181300903,-231.60136997239798,-251.10811251407713,-244.7270136589322,-273.0907195608708,-247.5653299984441,-205.786901052953,-244.08744448509938,-229.09012152734323,-250.96152050316476,-260.4447409131788
PfDd2_110053300,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-299.27816628814793,-268.73386093192784,-268.73386093192784,-268.73386093192784,-268.73386093192784,-284.8740790415453,-268.73386093192784,-291.09057168084,-284.44676660991223,-319.5249813579697,-277.4630101311661,-244.6222088521856,-278.7986672990294,-266.2042687576935,-287.5130297520502,-293.93711730456954
PfDd2_010005500,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-252.86472700154934,-213.4752878604036,-213.4752878604036,-213.4752878604036,-213.4752878604036,-251.52681989982298,-213.4752878604036,-209.55729502404884,-184.22142820595974,-241.67297876238035,-241.15418387946102,-222.92634022119063,-230.9308999659373,-226.00113780430632,-208.16712551228412,-271.4350629780315
PfDd2_070035700,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-221.0051684796389,-219.1985449256811,-219.1985449256811,-219.1985449256811,-219.1985449256811,-247.40463960500807,-219.1985449256811,-240.07382004620558,-232.48555460702903,-271.24566239824424,-203.15331441570405,-216.53901625037247,-218.67521899791814,-212.42015344449794,-238.5567608894128,-260.7647918870612
PfDd2_090006100,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-253.68446753687218,-209.5499036992944,-209.5499036992944,-209.5499036992944,-209.5499036992944,-251.60690970476145,-209.5499036992944,-201.5050535735878,-190.30481146030496,-230.71873189807104,-239.38670620118805,-223.7384531418341,-222.3101507619152,-221.08086049681827,-200.29579272440262,-266.6869940961341
PfDd2_070005500,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-234.37302327239323,-215.05357803376742,-215.05357803376742,-215.05357803376742,-215.05357803376742,-255.14978123883165,-215.05357803376742,-234.33177951208526,-236.4975886711861,-264.2129747324062,-195.17134248322503,-225.90328552912487,-180.822048210029,-209.2003947093612,-227.01904845419813,-259.8327722349813
PfDd2_130078700,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-272.91753434940813,-216.0604916345295,-216.0604916345295,-216.0604916345295,-216.0604916345295,-250.1781367487095,-216.0604916345295,-196.81512960347524,-205.3761541118782,-237.0876034432202,-241.56636298101054,-224.14493980016903,-222.61600400083793,-225.21422708754022,-197.72356204582326,-274.6963895658694
PfGA01_030032000,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-205.10849183149057,-217.4219852404302,-217.4219852404302,-217.4219852404302,-217.4219852404302,-251.27274913976393,-217.4219852404302,-238.726761785849,-240.00399472341925,-268.52809331544404,-203.5675039870693,-229.02190305760033,-196.10173907894404,-210.19759266714166,-231.79490277174565,-258.2607091025739
PfGA01_050037300,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-252.19113547684643,-207.53357523003123,-207.53357523003123,-207.53357523003123,-207.53357523003123,-248.7151924426879,-207.53357523003123,-207.3184265904516,-189.4361219573956,-233.71491887166968,-234.01225864385378,-214.69152500597662,-220.3745503184132,-218.57576648582793,-196.15478390336048,-263.8866027693733
PfGA01_100045300,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-258.7394975657699,-213.69084186052953,-213.69084186052953,-213.69084186052953,-213.69084186052953,-245.56183395009637,-213.69084186052953,-195.8345227889076,-205.59777869689873,-241.08357090018123,-238.8620351896091,-217.95114556580629,-219.5113761022171,-221.04066186876582,-205.3050706257842,-260.9542202682318
PfGA01_010005600,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-133.41098757860888,-205.03074399845977,-205.03074399845977,-205.03074399845977,-205.03074399845977,-234.73199069763072,-205.03074399845977,-232.0314051252622,-225.56147631152564,-263.25846401005094,-197.91256677150218,-203.26237050968186,-218.34478235612102,-190.40555311474773,-234.54315325255854,-248.16782732789503
PfGA01_090005500,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-240.02022942417776,-222.3257750903992,-222.3257750903992,-222.3257750903992,-222.3257750903992,-264.3910412765323,-222.3257750903992,-239.8751144888257,-241.89658349878889,-267.857542096964,-201.50597810069243,-225.75561244465348,-210.50491107323333,-212.44500345100474,-240.54742056587446,-258.98264484342076
PfGA01_040005800,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-273.0310228199893,-215.555275610916,-215.555275610916,-215.555275610916,-215.555275610916,-248.11398517647982,-215.555275610916,-211.00643118888414,-214.34700713494234,-239.45832926242113,-242.23388785128654,-234.3997409921621,-212.8677171002253,-236.8528774922203,-194.04202262454453,-266.1036406718314
PfGA01_120060600,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-257.06519027565076,-232.95753430721604,-232.95753430721604,-232.95753430721604,-232.95753430721604,-272.67649460823736,-232.95753430721604,-256.0147758284584,-256.71230292831547,-280.8025804841573,-213.31218828821804,-239.956318332732,-211.8563636883331,-225.8791665137538,-245.87693000701609,-261.6448436346176
PfGB4_000013800,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-259.3061056521579,-209.4434912734778,-209.4434912734778,-209.4434912734778,-209.4434912734778,-246.66037407683618,-209.4434912734778,-208.4783427114262,-193.5274488615228,-228.1671273605647,-237.3820260967934,-227.7076476635049,-213.57741738784975,-223.59910555706452,-193.11145340443142,-273.7729220362004
PfGB4_070006000,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-232.9595050433024,-214.63746489759993,-214.63746489759993,-214.63746489759993,-214.63746489759993,-251.2019520413363,-214.63746489759993,-239.2004741688186,-232.41334384120017,-262.84535827457097,-199.51339156306935,-226.08997201853222,-197.79303384997007,-211.5178423111443,-222.3851883510057,-258.95511506788654
PfGB4_040006200,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-208.2454966504151,-204.50641986686497,-204.50641986686497,-204.50641986686497,-204.50641986686497,-227.19470823256665,-204.50641986686497,-222.74880232159586,-210.16563501229933,-249.79023017514848,-203.81918095968308,-196.626637220107,-216.99201601555217,-203.14571846806294,-218.52866955667605,-251.34738740104785
PfGB4_030006000,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-295.80510087463267,-259.69154609635876,-259.69154609635876,-259.69154609635876,-259.69154609635876,-286.03419099483006,-259.69154609635876,-275.7226291321908,-270.7454693011544,-302.74536673071856,-264.46973264146993,-236.20329852202775,-263.00634783863876,-256.44968018196107,-274.3011483291364,-228.83647441169086
PfGB4_000015900,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-270.95566187678736,-210.63253777426092,-210.63253777426092,-210.63253777426092,-210.63253777426092,-253.61779023009353,-210.63253777426092,-208.59081850383907,-196.14671254468536,-229.7086766324058,-241.19790988803467,-229.96993946987175,-211.98861408578983,-227.3519538242098,-191.59812126613718,-266.5217025275258
PfGB4_030031000,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-265.12063840191047,-212.7873775784862,-212.7873775784862,-212.7873775784862,-212.7873775784862,-244.53845671613104,-212.7873775784862,-213.8422465633473,-190.55360796319795,-237.90255176147497,-242.53224302969983,-229.14178489947747,-212.18557064262907,-226.22378195612896,-198.2694479389877,-270.6793508418837
PfGB4_070037400,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-294.0161004299486,-233.5769745354004,-233.5769745354004,-233.5769745354004,-233.5769745354004,-275.9214776548098,-233.5769745354004,-240.110756106097,-227.58706763162772,-171.74031365512417,-272.93844347498475,-259.9234347448626,-253.76540267550365,-257.4509115702081,-229.22186069912647,-289.3446838722261
